release_num,release_name,release_year,musician_name,musician_instruments
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Lope De Vega,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,John Paul Jones,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Gustavo Adolfo Becquer,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Peter Warlock,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,John Fletcher,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Thomas Campion,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Picforth,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Tony Banks,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Ernest John Moeran,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Alfred Edward Housman,composer
ECM 2441 NS,"John Potter, Anna Maria Friman, Ariel Abramovich, Jacob Heringman - Amores Pasados  ",2015,Sting,composer
ECM 2442 NS,Giya Kancheli - Chiaroscuro  ,2015,Gidon Kremer,violin
ECM 2442 NS,Giya Kancheli - Chiaroscuro  ,2015,Giya Kancheli,composer
ECM 2442 NS,Giya Kancheli - Chiaroscuro  ,2015,Kremerata Baltica,composer
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Oscar Noriega,clarinet
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Oscar Noriega,bass clarinet
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Tim Berne,alto sax
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Matt Mitchell,piano
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Matt Mitchell,electronics
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Ryan Ferreira,electric
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Ryan Ferreira,acoustic guitar
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Ches Smith,drums
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Ches Smith,vibes
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Ches Smith,percussion
ECM 2443,Tim Berne's Snakeoil - You've Been Watching Me  ,2015,Ches Smith,timpani
ECM 2444,Jon Balke - Warp  ,2016,Jon Balke,piano
ECM 2444,Jon Balke - Warp  ,2016,Jon Balke,sound images
ECM 2445 NS,Keith Jarrett -- Barber / Bartok / Jarrett  ,2015,Keith Jarrett,piano
ECM 2445 NS,Keith Jarrett -- Barber / Bartok / Jarrett  ,2015,Dennis Russell Davies,conductor
ECM 2445 NS,Keith Jarrett -- Barber / Bartok / Jarrett  ,2015,Rundfunk-Sinfonieorchester Saarbrucken,conductor
ECM 2445 NS,Keith Jarrett -- Barber / Bartok / Jarrett  ,2015,Samuel Barber,composer
ECM 2446 NS,"Miranda Cuckson, Blair McMillen -- Bela Bartok / Alfred Schnittke / Witold Lutoslawski  ",2016,Miranda Cuckson,violin
ECM 2446 NS,"Miranda Cuckson, Blair McMillen -- Bela Bartok / Alfred Schnittke / Witold Lutoslawski  ",2016,Blair McMillen,piano
ECM 2446 NS,"Miranda Cuckson, Blair McMillen -- Bela Bartok / Alfred Schnittke / Witold Lutoslawski  ",2016,Bela Bartok,composer
ECM 2447,"Tigran Hamasyan, Yerevan State Chamber Choir, Harutyun Topikyan - Luys I Luso  ",2015,Tigran Hamasyan,piano
ECM 2447,"Tigran Hamasyan, Yerevan State Chamber Choir, Harutyun Topikyan - Luys I Luso  ",2015,Tigran Hamasyan,prepared piano
ECM 2447,"Tigran Hamasyan, Yerevan State Chamber Choir, Harutyun Topikyan - Luys I Luso  ",2015,Harutyun Topikyan,conductor
ECM 2447,"Tigran Hamasyan, Yerevan State Chamber Choir, Harutyun Topikyan - Luys I Luso  ",2015,Yerevan State Choir,conductor
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Arve Henriksen,trumpet
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Trygve Seim,tenor
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Trygve Seim,soprano sax
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Anders Jormin,double bass
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Markku Ounaskari,percussion
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Sinikka Langeland,kantele
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Sinikka Langeland,vocals
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Linn Andrea Fuglseth,vocals
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Berit Opheim,vocals
ECM 2448,"Sinikka Langeland, Arve Henriksen, Trygve Seim, Anders Jormin, Markku Ounaskari, Trio Mediaeval - The Magical Forest  ",2016,Trio Mediaeval: Anna Maria Friman,vocals
ECM 2449,"Trygve Seim, Tora Augestad, Frode Haltli, Svante Henryson - Rumi Songs  ",2016,Trygve Seim,tenor
ECM 2449,"Trygve Seim, Tora Augestad, Frode Haltli, Svante Henryson - Rumi Songs  ",2016,Trygve Seim,soprano sax
ECM 2449,"Trygve Seim, Tora Augestad, Frode Haltli, Svante Henryson - Rumi Songs  ",2016,Frode Haltli,accordion
ECM 2449,"Trygve Seim, Tora Augestad, Frode Haltli, Svante Henryson - Rumi Songs  ",2016,Svante Henryson,cello
ECM 2449,"Trygve Seim, Tora Augestad, Frode Haltli, Svante Henryson - Rumi Songs  ",2016,Tora Augestad,vocals
ECM 2450,Keith Jarrett - Creation  ,2015,Keith Jarrett,piano
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,The Gurdjieff Ensemble: Aram Nikoghosyan,oud
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Armen Ayvazyan,kamancha
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Meri Vardanyan,kanon
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Davit Avagyan,tar
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Eduard Harutyunyan,tmbuk
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Eduard Harutyunyan,cymbal
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Eduard Harutyunyan,kshots
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Eduard Harutyunyan,burvar
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Eduard Harutyunyan,bell
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Mesrop Khalatyan,dap
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Mesrop Khalatyan,dhol
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Norayr Gapoyan,duduk
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Norayr Gapoyan,bass duduk
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Avag Margaryan,pogh
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Avag Margaryan,zurna
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Emmanuel Hovhannisyan,duduk
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Emmanuel Hovhannisyan,pku
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Emmanuel Hovhannisyan,zurna
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Vladimir Papikyan,santur
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Vladimir Papikyan,voice
ECM 2451,"The Gurdjieff Ensemble, Levon Eskenian - Komitas  ",2015,Levon Eskenian,director
ECM 2452 NS,"Erkki-Sven Tuur / Brett Dean - Gesualdo -- Tonu Kaljuste, Estonian Philharmonic Chamber Choir, Tallinn Chamber Orchestra  ",2015,Tallinn Chamber Orchestra,conductor
ECM 2452 NS,"Erkki-Sven Tuur / Brett Dean - Gesualdo -- Tonu Kaljuste, Estonian Philharmonic Chamber Choir, Tallinn Chamber Orchestra  ",2015,Tonu Kaljuste,conductor
ECM 2452 NS,"Erkki-Sven Tuur / Brett Dean - Gesualdo -- Tonu Kaljuste, Estonian Philharmonic Chamber Choir, Tallinn Chamber Orchestra  ",2015,Estonian Philharmonic Chamber Choir,conductor
ECM 2452 NS,"Erkki-Sven Tuur / Brett Dean - Gesualdo -- Tonu Kaljuste, Estonian Philharmonic Chamber Choir, Tallinn Chamber Orchestra  ",2015,Carlo Gesualdo De Venosa,composer
ECM 2452 NS,"Erkki-Sven Tuur / Brett Dean - Gesualdo -- Tonu Kaljuste, Estonian Philharmonic Chamber Choir, Tallinn Chamber Orchestra  ",2015,Brett Dean,composer
ECM 2452 NS,"Erkki-Sven Tuur / Brett Dean - Gesualdo -- Tonu Kaljuste, Estonian Philharmonic Chamber Choir, Tallinn Chamber Orchestra  ",2015,Erkki-Sven Tuur,composer
ECM 2453 NS,Danish String Quartet -- Thomas Ades / Per Norgard / Hans Abrahamsen  ,2016,Rune Tonsgaard Sorensen,violin
ECM 2453 NS,Danish String Quartet -- Thomas Ades / Per Norgard / Hans Abrahamsen  ,2016,Danish String Quartet: Frederik Oland,violin
ECM 2453 NS,Danish String Quartet -- Thomas Ades / Per Norgard / Hans Abrahamsen  ,2016,Asbjorn Norgaard,viola
ECM 2453 NS,Danish String Quartet -- Thomas Ades / Per Norgard / Hans Abrahamsen  ,2016,Fredrik Schoyen Sjolin,cello
ECM 2453 NS,Danish String Quartet -- Thomas Ades / Per Norgard / Hans Abrahamsen  ,2016,Thomas Ades,composer
ECM 2453 NS,Danish String Quartet -- Thomas Ades / Per Norgard / Hans Abrahamsen  ,2016,Per Norgard,composer
ECM 2453 NS,Danish String Quartet -- Thomas Ades / Per Norgard / Hans Abrahamsen  ,2016,Hans Abrahamsen,composer
ECM 2454/55 NS,Arvo Part - Musica Selecta  ,2015,Gidon Kremer,violin
ECM 2454/55 NS,Arvo Part - Musica Selecta  ,2015,Keith Jarrett,piano
ECM 2454/55 NS,Arvo Part - Musica Selecta  ,2015,Arvo Part,composer
ECM 2456,"Enrico Rava Quartet, Gianluca Petrella - Wild Dance  ",2015,Enrico Rava,trumpet
ECM 2456,"Enrico Rava Quartet, Gianluca Petrella - Wild Dance  ",2015,Francesco Diodati,guitar
ECM 2456,"Enrico Rava Quartet, Gianluca Petrella - Wild Dance  ",2015,Gabriele Evangelista,double bass
ECM 2456,"Enrico Rava Quartet, Gianluca Petrella - Wild Dance  ",2015,Enrico Morello,drums
ECM 2456,"Enrico Rava Quartet, Gianluca Petrella - Wild Dance  ",2015,Gianluca Petrella,trombone
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Hayden Powell,trumpet
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Trygve Seim,soprano
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Trygve Seim,tenor sax
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Iro Haarla,piano
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Iro Haarla,harp
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Ulf Krokfors,double bass
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Mika Kallio,drums
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Mika Kallio,percussion
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,Jukka Iisakkila,conductor
ECM 2457,Iro Haarla - Ante Lucem - For Symphony Orchestra And Jazz Quintet  ,2016,NorrlandsOperans Symfoniorkester,conductor
ECM 2458,Ferenc Snetberger - In Concert  ,2016,Ferenc Snetberger,guitar
ECM 2459,Masabumi Kikuchi - Black Orpheus  ,2016,Masabumi Kikuchi,piano
ECM 2460/61,Mette Henriette  ,2015,Mette Henriette,sax
ECM 2460/61,Mette Henriette  ,2015,Katrine Schiott,cello
ECM 2460/61,Mette Henriette  ,2015,Johan Lindvall,piano
ECM 2462,"Giovanni Guidi, Gianluca Petrella, Louis Sclavis, Gerald Cleaver - Ida Lupino  ",2016,Gianluca Petrella,trombone
ECM 2462,"Giovanni Guidi, Gianluca Petrella, Louis Sclavis, Gerald Cleaver - Ida Lupino  ",2016,Louis Sclavis,clarinet
ECM 2462,"Giovanni Guidi, Gianluca Petrella, Louis Sclavis, Gerald Cleaver - Ida Lupino  ",2016,Giovanni Guidi,piano
ECM 2462,"Giovanni Guidi, Gianluca Petrella, Louis Sclavis, Gerald Cleaver - Ida Lupino  ",2016,Gerald Cleaver,drums
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Ernst Hutter,euphonium
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Paul McCandless,English horn
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Paul McCandless,soprano sax
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Jan Garbarek,soprano sax
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Klaus Graf,alto sax
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Gary Burton,vibes
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Pat Metheny,guitar
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Scott Colley,double bass
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Danny Gottlieb,drums
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Helge Sunde,conductor
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,SWR Big Band,conductor
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Michael Gibbs,arranger
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Michael Gibbs,conductor
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Eberhard Weber,electric bass
ECM 2463,"Pat Metheny, Jan Garbarek, Gary Burton, Scott Colley, Danny Gottlieb, Paul McCandless, Michael Gibbs, Helge Sunde, SWR Big Band - Hommage A Eberhard Weber  ",2015,Eberhard Weber,synthesizer
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Nik Bartsch's Mobile: Sha,bass
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Nik Bartsch's Mobile: Sha,contrabass clarinet
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Nik Bartsch,piano
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Kaspar Rast,drums
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Kaspar Rast,percussion
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Nicolas Stocker,drums
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Nicolas Stocker,tuned percussion
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Ola Sendecki,violin
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Extended: Etienne Abelin,violin
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,David Schnee,viola
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Ambrosius Huber,cello
ECM 2464,Nik Bartsch's Mobile - Continuum  ,2016,Solme Hong,cello
ECM 2465,"Tord Gustavsen, Simin Tander, Jarle Vespestad - What Was Said  ",2016,Tord Gustavsen,piano
ECM 2465,"Tord Gustavsen, Simin Tander, Jarle Vespestad - What Was Said  ",2016,Tord Gustavsen,electronics
ECM 2465,"Tord Gustavsen, Simin Tander, Jarle Vespestad - What Was Said  ",2016,Tord Gustavsen,synthesizer bass
ECM 2465,"Tord Gustavsen, Simin Tander, Jarle Vespestad - What Was Said  ",2016,Jarle Vespestad,drums
ECM 2465,"Tord Gustavsen, Simin Tander, Jarle Vespestad - What Was Said  ",2016,Simin Tander,voice
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Eve Kopli-Scheiber,soprano
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Jaanika Kuusik,soprano
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Anna Mazurtsak,soprano
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Vox Clamantis: Jaanika Kilgi,soprano
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Miina Parn,alto
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Kadri Hunt,alto
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Anto Onnis,tenor
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Sander Pehk,tenor
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Erik Salumae,tenor
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Kuldar Schuts,tenor
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Endrik Uksvarav,tenor
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Mikk Uleoja,tenor
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Mikk Dede,tenor
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Tonis Kaumann,bass
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Taniel Kirikal,bass
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Aare Kulama,bass
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Ott Kask,bass
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Jaan-Eik Tulve,artistic director
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Jaan-Eik Tulve,conductor
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Toomas Vavilov,clarinet
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Mari Poll,violin
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Johanna Vahermagi,viola
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Taavo Remmel,double bass
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Heikko Remmel,double bass
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Susanne Doll,organ
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Robert Staak,lute
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Viivi Luik,text
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Arvo Part,composer
ECM 2466 NS,Arvo Part - The Deer's Cry -- Vox Clamantis  ,2016,Helena Tulve,recording supervisor
ECM 2467,Thomas Stronen - Time Is A Blind Guide  ,2015,Hakon Aase,violin
ECM 2467,Thomas Stronen - Time Is A Blind Guide  ,2015,Lucy Railton,cello
ECM 2467,Thomas Stronen - Time Is A Blind Guide  ,2015,Kit Downes,piano
ECM 2467,Thomas Stronen - Time Is A Blind Guide  ,2015,Ole Morten Vagan,double bass
ECM 2467,Thomas Stronen - Time Is A Blind Guide  ,2015,Thomas Stronen,drums
ECM 2467,Thomas Stronen - Time Is A Blind Guide  ,2015,Thomas Stronen,percussion
ECM 2467,Thomas Stronen - Time Is A Blind Guide  ,2015,Steinar Mossige,percussion
ECM 2467,Thomas Stronen - Time Is A Blind Guide  ,2015,Siv Oyunn Kjenstad,percussion
ECM 2468,"Ferenc Snetberger, Anders Jormin, Joey Baron - Titok  ",2017,Ferenc Snetberger,guitar
ECM 2468,"Ferenc Snetberger, Anders Jormin, Joey Baron - Titok  ",2017,Anders Jormin,double bass
ECM 2468,"Ferenc Snetberger, Anders Jormin, Joey Baron - Titok  ",2017,Joey Baron,drums
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Eirik Hegdal,soprano
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Eirik Hegdal,baritone sax
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Eirik Hegdal,clarinet
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Eirik Hegdal,bass clarinet
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Trygve Seim,tenor
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Trygve Seim,soprano sax
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Rob Waring,marimba
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Rob Waring,vibes
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Harmen Fraanje,piano
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Fender Rhodes,guitar
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Thomas T Dahl,guitar
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Mats Eilertsen,double bass
ECM 2469,Mats Eilertsen - Rubicon  ,2016,Olavi Louhivuori,drums
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Anthony De Mare,piano
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Stephen Sondheim,composer
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,William Bolcom,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Nico Muhly,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Steve Reich,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,David Rakowski,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Eve Beglarian,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Jason Robert Brown,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Duncan Sheik,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Eric Rockwell,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Wynton Marsalis,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Derek Bermel,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Fred Hersch,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Annie Gosfield,arranger
ECM 2470-72 NS,Anthony De Mare - Liaisons: Re-imagining Sondheim From The Piano  ,2015,Jake Heggie,arranger
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,Meredith Monk & Vocal Ensemble: Bohdan Hilash,woodwinds
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,Laura Sherman,harp
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,Allison Sniffin,piano
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,Allison Sniffin,keyboards
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,Allison Sniffin,violin
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,Allison Sniffin,French horn
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,John Hollenbeck,percussion
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,Ellen Fisher,voices
ECM 2473 NS,Meredith Monk - On Behalf Of Nature  ,2016,Katie Geissinger,voices
